HOME_WON,H_ELO,A_ELO,H_NB_WIN,A_NB_WIN,H_PCT_3PT_L10,A_PCT_3PT_L10,H_PCT_LANCER_FRANC_L10,A_PCT_LANCER_FRANC_L10,H_PCT_TIR_REUSSI_L10,A_PCT_TIR_REUSSI_L10,H_PIE_L10,A_PIE_L10,H_assistPercentage_L10,A_assistPercentage_L10,H_assistRatio_L10,A_assistRatio_L10,H_assistToTurnover_L10,A_assistToTurnover_L10,H_defensiveRating_L10,A_defensiveRating_L10,H_effectiveFieldGoalPercentage_L10,A_effectiveFieldGoalPercentage_L10,H_estimatedDefensiveRating_L10,A_estimatedDefensiveRating_L10,H_estimatedNetRating_L10,A_estimatedNetRating_L10,H_estimatedOffensiveRating_L10,A_estimatedOffensiveRating_L10,H_estimatedPace_L10,A_estimatedPace_L10,H_estimatedTeamTurnoverPercentage_L10,A_estimatedTeamTurnoverPercentage_L10,H_netRating_L10,A_netRating_L10,H_offensiveRating_L10,A_offensiveRating_L10,H_pacePer40_L10,A_pacePer40_L10,H_pace_L10,A_pace_L10,H_trueShootingPercentage_L10,A_trueShootingPercentage_L10,H_turnoverRatio_L10,A_turnoverRatio_L10
1,1252.405594,1489.98891,4,0,0.383,0.3181,0.7222,0.8032999999999999,0.4556999999999999,0.4408999999999999,0.4563,0.4466,0.6487,0.5591,18.66,15.62,1.749,1.221,115.41,109.08,0.5259,0.4974,115.5,107.64,-6.08,-7.970000000000001,109.39,99.67,100.134,102.343,15.7228,17.3123,-4.290000000000001,-7.69,111.13,101.39,82.834,83.908,99.4,100.691,0.5549999999999999,0.5416000000000001,15.98,17.619999999999997
0,1694.895603,1591.596824,5,7,0.3751,0.3576,0.7259,0.7606999999999999,0.4622,0.4584999999999999,0.4958,0.5529999999999999,0.5759000000000001,0.5628,17.06,16.57,1.779,1.5450000000000002,112.23000000000002,97.72,0.5258,0.5042000000000001,111.1,96.32,-3.83,7.76,107.26,104.09,100.184,98.626,12.9631,14.953,-3.13,8.37,109.11,106.08,82.333,80.708,98.8,96.85,0.5605,0.5441,13.19,15.26
0,1457.974246,1472.516352,6,1,0.3681999999999999,0.3221,0.7936,0.8640000000000001,0.4615,0.4279999999999999,0.5056999999999999,0.4770999999999999,0.6418000000000001,0.6232,18.35,17.490000000000002,1.553,2.119,105.39,109.94,0.5199,0.4907999999999999,104.73,106.99,-2.56,-5.370000000000001,102.17,101.62,98.338,99.709,16.088,12.0067,-1.2099999999999995,-7.8199999999999985,104.17,102.11,80.88,81.69800000000001,97.055,98.041,0.5568,0.5399,16.41,12.06
1,1479.623814,1369.178687,2,5,0.3109,0.3087,0.7421,0.7522,0.4272999999999999,0.4505,0.4288999999999999,0.5056,0.5574,0.5738,15.28,16.220000000000006,1.384,1.6029999999999998,110.62,107.22,0.4664,0.4989999999999999,108.39,105.27,-11.36,-2.7299999999999995,97.04,102.54,99.566,98.98,14.8611,14.5957,-12.169999999999998,-2.71,98.43,104.51000000000002,81.521,80.94,97.824,97.126,0.5114,0.546,15.1,14.89
1,1402.828203,1397.891504,2,4,0.3695,0.3175,0.7333000000000001,0.7428,0.4474000000000001,0.4359999999999999,0.4756999999999999,0.4645,0.5633,0.6151,16.65,16.900000000000002,1.8020000000000005,1.698,113.96,108.5,0.5012000000000001,0.4872999999999999,112.86,107.16,-7.81,-6.819999999999999,105.06,100.34,99.241,104.102,13.355099999999998,14.558800000000002,-6.55,-6.410000000000001,107.43,102.11,81.31299999999999,85.373,97.576,102.45,0.5352,0.5312000000000001,13.64,14.829999999999998
1,1487.055313,1537.24835,8,4,0.3911,0.376,0.7691,0.7977000000000001,0.4848,0.4726,0.5368,0.4984,0.5317000000000001,0.5792,16.65,17.81,1.551,2.026,104.36,112.13000000000002,0.5482,0.5250000000000001,103.68,110.92,7.15,-2.64,110.84,108.27,99.744,95.788,15.0683,12.7409,9.55,-2.26,113.89,109.88000000000002,81.709,78.70899999999999,98.05,94.45,0.5793999999999999,0.5621,15.49,12.9
1,1410.688607,1457.554563,5,4,0.3532,0.3308999999999999,0.8102,0.7443000000000001,0.4572999999999999,0.4678999999999999,0.5046000000000002,0.4691999999999999,0.5495,0.5327999999999999,16.83,15.81,2.127,1.3219999999999998,106.31000000000002,110.27,0.5208999999999999,0.5181000000000001,106.01000000000002,108.2,0.9500000000000004,-6.5200000000000005,106.96,101.66,94.556,100.613,10.9667,15.4379,1.3400000000000003,-7.45,107.65,102.8,78.41,82.44000000000001,94.092,98.928,0.5571999999999999,0.5543,11.080000000000002,15.62
0,1484.867348,1654.160704,8,6,0.429,0.3551000000000001,0.7777999999999999,0.7809,0.5121,0.4740999999999999,0.5430999999999999,0.5055,0.5754,0.6021,18.75,18.2,2.04,2.129,111.7,112.86,0.6001000000000001,0.5154,109.56,109.77,10.19,-0.8799999999999999,119.73,108.87,98.697,98.753,13.7216,12.427000000000003,8.45,-1.8100000000000005,120.14,111.07,81.29799999999999,80.275,97.558,96.33,0.6301,0.556,13.76,12.72
1,1463.630076,1621.171893,7,4,0.357,0.3416,0.7792,0.8061999999999999,0.4546,0.487,0.5204,0.5186,0.6183,0.5884999999999999,17.6,18.440000000000005,1.831,2.093,104.05,114.51,0.5375,0.5262,102.14,111.85,9.0,0.1399999999999998,111.14,112.0,103.69900000000004,96.192,14.1598,12.5671,8.65,-1.45,112.69,113.07,84.993,78.79199999999999,101.991,94.55,0.5803,0.5687,14.35,12.71
1,1249.173889,1775.791513,8,0,0.4040000000000001,0.3181,0.817,0.7781,0.4992999999999999,0.4421,0.5690000000000001,0.4446,0.7097,0.5762,21.69,15.98,2.547,1.23,107.64,108.52,0.5770000000000001,0.5004000000000001,104.15,107.03,12.330000000000002,-7.609999999999999,116.47,99.42,102.91,102.749,12.881899999999998,17.6461,9.77,-7.62,117.42,100.91,83.96200000000002,84.32500000000002,100.755,101.191,0.6147,0.5412000000000001,12.96,17.919999999999998
0,1703.865041,1360.97611,3,8,0.3415,0.3558,0.7388,0.7822,0.4422,0.4542,0.44,0.5623,0.5269,0.5618,15.27,16.3,1.471,1.462,110.82,97.44,0.4987,0.5006,109.53,95.64,-6.6,9.28,102.92,104.93,102.874,98.356,14.5897,15.4188,-6.290000000000001,9.56,104.54,106.99,84.501,80.333,101.4,96.4,0.5345000000000001,0.545,14.830000000000002,15.75
1,1373.296015,1463.717996,4,3,0.3983,0.3442,0.7617,0.8055999999999999,0.5015000000000001,0.4415999999999999,0.5057,0.4573,0.6031000000000001,0.5175000000000001,18.29,14.910000000000002,1.86,1.4519999999999995,112.83,111.95,0.5564,0.4874,110.55,110.66,0.5400000000000003,-5.9,111.09,104.75,97.885,104.19,14.4643,14.3974,-0.8000000000000004,-3.6599999999999993,112.01000000000002,108.3,80.384,84.78399999999999,96.459,101.739,0.5974999999999999,0.5396,14.6,14.96
0,1567.599908,1493.220614,5,6,0.3922,0.3617,0.7186999999999999,0.8001999999999999,0.4662,0.4441,0.4739,0.5319,0.6359,0.6035,18.92,16.87,1.831,1.723,113.14,104.94,0.538,0.5018999999999999,113.36,103.25,-2.05,4.720000000000001,111.3,107.99,101.134,96.556,15.3126,14.3982,-0.5000000000000003,4.890000000000001,112.65,109.83,83.876,79.042,100.65,94.85,0.5630999999999999,0.5551,15.5,14.700000000000005
0,1599.602066,1603.749804,8,6,0.3975,0.3724,0.7699,0.7807000000000001,0.4876999999999999,0.4764,0.5484000000000001,0.5456000000000001,0.5803,0.5539000000000001,18.17,16.759999999999998,1.965,1.645,105.3,104.44,0.5468,0.5402000000000001,103.56000000000002,103.67,9.19,8.31,112.77,111.96,100.326,93.036,13.2041,14.4038,8.61,8.03,113.89,112.46,82.497,77.035,98.999,92.442,0.5824999999999999,0.5827,13.35,14.48
1,1483.997512,1546.348623,5,4,0.3469,0.3867999999999999,0.7587,0.7881,0.4690999999999999,0.4537,0.4877000000000001,0.4702,0.4634999999999999,0.509,14.35,15.18,1.353,1.493,108.48,111.4,0.5198,0.5171,106.61,110.05,-0.0799999999999998,-2.01,106.54,108.07,95.367,98.287,14.0421,14.5512,0.3100000000000002,-1.7399999999999998,108.8,109.65,77.942,80.749,93.528,96.9,0.556,0.5557000000000001,14.39,14.77
0,1599.674136,1486.098066,7,7,0.3243999999999999,0.372,0.7858999999999999,0.8122,0.4536999999999999,0.4643,0.5084000000000001,0.5087,0.5287,0.615,16.18,17.86,1.879,1.968,104.03,109.62,0.4960999999999999,0.5443,102.52,106.63000000000002,1.96,4.2,104.48000000000002,110.84,98.603,98.3,12.8854,13.5524,2.74,2.7299999999999995,106.76999999999998,112.35,80.65899999999999,80.251,96.791,96.3,0.5306,0.5892999999999999,13.14,13.74
1,1404.101277,1556.092509,5,4,0.3182999999999999,0.3117,0.7620000000000001,0.7345999999999999,0.423,0.4649999999999999,0.4807,0.4609,0.5249000000000001,0.558,14.529999999999998,16.15,1.378,1.2959999999999998,108.6,109.58,0.4692,0.5121,106.94,107.67,-4.820000000000001,-8.05,102.11,99.6,102.718,101.134,14.891100000000003,16.1679,-2.77,-8.5,105.84,101.07000000000002,83.41699999999999,82.791,100.1,99.35,0.5132,0.5490999999999999,15.38,16.419999999999998
1,1476.639277,1582.627386,5,2,0.3626,0.3265,0.7456,0.8666999999999998,0.4625999999999999,0.4199999999999999,0.5082,0.4916,0.5606000000000001,0.6329999999999999,16.72,17.5,1.7579999999999998,2.137,109.37,107.3,0.5233000000000001,0.4829999999999999,107.88,104.58,-0.2700000000000001,-3.9,107.6,100.67,99.686,99.685,12.8124,11.9884,0.5899999999999996,-5.829999999999999,109.97,101.46,81.58300000000001,81.657,97.9,97.991,0.5613,0.5313000000000001,13.11,12.07
0,1550.208535,1400.64489,3,5,0.3627999999999999,0.3496,0.729,0.7565000000000002,0.4549,0.4772,0.4808999999999999,0.4927,0.5494,0.4574,16.479999999999997,14.320000000000002,1.7479999999999998,1.3859999999999997,113.96,109.23,0.5048,0.527,112.82,107.13,-7.249999999999998,0.6699999999999999,105.59,107.81,99.986,95.7,13.497800000000002,13.6341,-6.16,0.7500000000000001,107.82,109.98,81.958,78.16799999999999,98.35,93.8,0.5393000000000001,0.5646,13.77,13.970000000000002
0,1776.306929,1400.074817,4,8,0.3128,0.4086999999999999,0.7512000000000001,0.8097,0.4326,0.4957,0.4716999999999999,0.5755,0.6026,0.7033000000000001,16.560000000000002,21.71,1.6940000000000002,2.664,107.85,106.13,0.4836999999999999,0.5738999999999999,105.85,102.56,-4.760000000000002,13.669999999999998,101.08,116.23,104.864,103.046,14.377199999999998,12.2078,-4.54,11.28,103.33,117.43,85.582,83.921,102.7,100.705,0.5285,0.607,14.7,12.31
1,1466.4672,1622.132169,8,5,0.4293,0.3854,0.7797,0.7725000000000001,0.5117,0.5103,0.5397,0.5103000000000001,0.5917,0.6076,19.27,18.65,2.14,1.846,112.96,111.96,0.6003999999999999,0.564,110.55,109.69,9.489999999999998,1.61,120.02,111.31,98.82099999999998,98.03,13.205099999999998,15.0264,7.19,0.0899999999999996,120.13,112.03,81.423,80.584,97.708,96.7,0.6297,0.6037,13.2,15.14
0,1463.203505,1607.025025,7,4,0.373,0.3083999999999999,0.8089000000000001,0.736,0.4629,0.4444,0.5117,0.4865,0.613,0.5702,17.689999999999998,15.840000000000003,1.866,1.463,108.24,107.01,0.5431000000000001,0.4935,105.48,105.78000000000002,4.140000000000001,-5.48,109.63000000000002,100.31,98.92,99.475,14.055,15.3049,2.3300000000000005,-4.99,110.57,102.01,81.001,81.71000000000001,97.2,98.05,0.5879000000000001,0.5386,14.21,15.580000000000002
0,1478.995595,1624.742657,7,3,0.3561999999999999,0.3693000000000001,0.759,0.8088000000000001,0.4495,0.4696000000000001,0.5212000000000001,0.4817,0.6315,0.5869000000000001,17.89,17.939999999999998,1.977,2.048,105.14,114.27,0.5367,0.5197,103.3,113.35,9.51,-5.55,112.81,107.79,103.669,95.054,13.0898,12.6401,9.18,-4.9,114.32,109.38000000000002,85.035,78.25,102.041,93.9,0.5775,0.5582,13.24,12.8
1,1545.308068,1464.141893,5,8,0.3713,0.3907,0.7908,0.7813,0.4582,0.4859,0.5095999999999999,0.5410999999999999,0.5675,0.5358,17.160000000000004,16.64,2.0490000000000004,1.4860000000000002,104.54999999999998,104.25,0.5241,0.5509999999999999,104.13000000000002,103.5,1.7600000000000002,8.3,105.89,111.81,94.9,99.758,11.882600000000002,15.688300000000002,1.8400000000000003,10.47,106.39,114.71,78.70199999999998,81.75000000000001,94.442,98.1,0.5582,0.5847,11.96,16.09
0,1460.059312,1453.851321,6,4,0.3799,0.3429,0.8159000000000001,0.8083,0.4658,0.4955,0.5047999999999999,0.5327,0.6265999999999998,0.5822,18.19,18.31,1.4819999999999998,2.005,105.68000000000002,114.26,0.5266,0.5357999999999999,104.87,111.54,-1.7499999999999996,2.47,103.12,114.02,97.608,97.528,16.515900000000002,13.5254,-0.6299999999999997,0.41,105.04,114.68,80.255,80.04199999999999,96.305,96.05,0.5638,0.5805,16.830000000000002,13.61
1,1779.361776,1589.133663,7,8,0.3863,0.3856,0.7768,0.8157,0.4796,0.4915999999999999,0.5314000000000001,0.579,0.5749,0.7063,17.68,21.380000000000003,1.841,2.535,105.82,105.74,0.5377,0.5623,103.72,102.13,6.649999999999999,13.320000000000002,110.4,115.43999999999998,101.066,103.168,13.5964,12.5825,6.0,10.65,111.8,116.39,82.83000000000001,84.088,99.399,100.905,0.5748000000000001,0.6013,13.799999999999995,12.669999999999998
1,1480.137599,1478.747178,6,3,0.3223,0.384,0.7609999999999999,0.77,0.4424,0.4511,0.4922000000000001,0.4679999999999999,0.5333,0.4915,15.7,14.6,1.7280000000000002,1.438,104.43,111.35,0.4865,0.5103000000000001,102.63000000000002,110.06999999999998,-0.3199999999999997,-3.03,102.31,107.07,98.951,98.563,13.5504,14.4073,0.34,-2.6900000000000004,104.76999999999998,108.65,80.743,80.999,96.891,97.2,0.5196,0.5497,13.84,14.63
0,1483.999596,1516.895882,6,4,0.348,0.3924999999999999,0.7613,0.7224999999999999,0.473,0.4653,0.5037,0.4683,0.6116,0.6287000000000001,18.57,18.9,2.373,1.824,112.58,113.17,0.5178,0.5386,110.16,113.52,-0.9199999999999994,-3.3199999999999994,109.22,110.19,97.811,99.984,11.987,15.2649,-1.08,-1.7300000000000004,111.53,111.44,79.73299999999999,83.001,95.68,99.6,0.5548000000000001,0.5609,12.28,15.44
1,1370.546811,1576.820927,6,3,0.3379,0.3449,0.8007,0.7914999999999999,0.4402999999999999,0.4492,0.5246999999999999,0.4651999999999999,0.5976999999999999,0.5287000000000001,16.65,15.36,1.7239999999999998,1.4010000000000002,105.48,110.34,0.495,0.4942999999999999,103.53,108.91,4.06,-5.179999999999999,107.61,103.73000000000002,96.244,103.532,14.1848,15.39,3.66,-3.31,109.14,107.03,78.79199999999999,84.284,94.55,101.139,0.5492999999999999,0.5417,14.44,15.929999999999998
1,1614.218207,1558.962492,6,7,0.3218999999999999,0.3782,0.7533,0.7595000000000001,0.4354,0.4767999999999999,0.4891999999999999,0.5559,0.4954,0.5413,14.299999999999995,16.369999999999997,1.404,1.5710000000000002,109.63,101.59,0.4809,0.5403000000000001,108.18,100.54,-3.1900000000000004,10.09,104.98,110.61,101.906,94.868,14.306900000000002,15.3008,-0.93,9.98,108.72,111.56,82.875,78.243,99.45,93.892,0.5224,0.5784,14.77,15.48
0,1474.39286,1355.353791,3,2,0.3447,0.3359999999999999,0.7076,0.8727,0.4453,0.4277,0.4317,0.4916999999999999,0.5308,0.6144999999999999,15.38,17.169999999999998,1.455,2.037,112.17,107.61,0.5035000000000001,0.4953999999999999,111.06999999999998,104.79,-7.919999999999999,-2.2099999999999995,103.14,102.58,103.65399999999995,99.146,15.0703,12.5338,-7.700000000000001,-4.61,104.48,102.98,85.33399999999999,81.33599999999998,102.4,97.605,0.5371,0.5441,15.26,12.57
0,1397.308011,1385.598996,3,3,0.3118999999999999,0.3795,0.7695000000000001,0.7332,0.4303,0.4634999999999999,0.4509999999999999,0.4935,0.5605,0.5479999999999999,15.339999999999998,16.639999999999997,1.334,1.6920000000000002,108.35,112.48000000000002,0.4691000000000001,0.517,106.26,111.15,-8.63,-5.890000000000001,97.63,105.29,100.116,99.21,15.2276,14.248500000000002,-9.61,-4.99,98.73,107.51,82.127,81.24999999999999,98.55,97.5,0.5184,0.5486,15.43,14.53
0,1597.681505,1553.545414,6,7,0.3507,0.3974,0.7831,0.7868,0.4669,0.469,0.4946,0.5226,0.4523,0.5905,14.0,17.609999999999996,1.38,1.761,107.25,106.1,0.5161,0.5296000000000001,105.98999999999998,104.06,1.41,5.220000000000001,107.41,109.3,94.964,101.5,13.3311,14.312399999999997,1.89,4.880000000000001,109.14,110.96,78.001,83.122,93.6,99.749,0.5584,0.5691,13.6,14.55
1,1471.980952,1491.243959,5,5,0.3055,0.3828,0.7303,0.8,0.4533,0.4551,0.5088,0.5032,0.5797999999999999,0.567,16.359999999999996,17.02,1.539,1.987,104.68,104.76,0.5015000000000001,0.5211,103.81999999999998,104.2,-1.7399999999999995,0.5999999999999996,102.09,104.8,99.735,94.254,15.0759,12.1917,-1.09,0.7700000000000007,103.59,105.53,82.126,78.036,98.55,93.642,0.5447,0.5564,15.31,12.29
1,1397.01997,1537.469009,7,4,0.3878,0.3061999999999999,0.7537999999999999,0.7662,0.4821,0.4436,0.5275000000000001,0.4804,0.5414999999999999,0.5974999999999999,16.669999999999998,16.770000000000003,1.459,1.703,105.55,109.67,0.5462,0.4957000000000001,105.29,107.64,5.31,-4.210000000000001,110.61,103.43000000000002,98.32,104.616,16.002999999999997,14.5354,7.33,-4.069999999999999,112.87,105.63,81.0,85.41499999999999,97.2,102.5,0.5777,0.5422,16.33,14.830000000000002
0,1507.260458,1463.85955,5,5,0.383,0.3973,0.775,0.7642,0.5111,0.477,0.5103,0.4953999999999999,0.6212,0.6328,19.23,19.29,2.072,1.887,111.99,111.78000000000002,0.5651999999999999,0.5530000000000002,109.65,111.65,2.3,1.5100000000000002,111.95,113.15,98.01,100.09,14.0384,14.7076,1.2599999999999998,2.68,113.22999999999998,114.47,80.334,82.917,96.4,99.5,0.6041000000000001,0.5795999999999999,14.22,14.88
1,1484.389246,1401.231294,4,6,0.3259999999999999,0.308,0.7371,0.7579,0.4600000000000001,0.4407999999999999,0.4687,0.4915,0.5539999999999999,0.5299,15.84,15.57,1.326,1.798,109.7,103.97,0.5091,0.4826,107.58,102.06,-6.660000000000001,-0.3299999999999999,100.9,101.73,101.13,98.88,15.677599999999998,13.1875,-7.19,0.0500000000000001,102.49,104.01999999999998,82.66600000000001,80.693,99.2,96.832,0.5506,0.5166999999999999,15.94,13.46
1,1624.739818,1578.984571,6,8,0.3653,0.4245,0.8103,0.8007,0.4544,0.5078,0.4946,0.532,0.6030000000000001,0.5717,17.2,18.43,1.808,1.895,108.92,113.31,0.5324000000000001,0.5951,105.91,111.0,1.93,7.029999999999999,107.85,118.01000000000002,99.222,98.34099999999998,14.1886,13.8831,0.2,4.77,109.11,118.06000000000002,81.001,81.08900000000001,97.2,97.308,0.5780000000000001,0.6290000000000001,14.410000000000002,13.89
1,1498.48975,1709.48736,8,3,0.3701,0.3834,0.7957,0.8301000000000001,0.4632999999999999,0.4662999999999999,0.5715,0.4790999999999999,0.5941,0.6075999999999999,17.61,18.18,1.6759999999999995,1.874,98.01000000000002,116.02,0.5109,0.5197,96.57,114.91,10.56,-6.730000000000001,107.14,108.17,97.498,95.858,15.085000000000004,13.4613,10.58,-6.339999999999999,108.58,109.69,80.04100000000001,78.875,96.05,94.65,0.5521,0.5618000000000001,15.34,13.63
0,1477.629472,1609.512078,6,5,0.3812,0.3483,0.7663,0.7994,0.4768,0.4882000000000001,0.5448,0.5438,0.5314,0.5879,16.369999999999997,18.26,1.747,2.063,104.21,111.47,0.5382000000000001,0.5298999999999999,102.55,108.86,7.960000000000001,4.709999999999999,110.5,113.58,95.116,97.396,14.3308,13.239499999999998,7.82,2.7,112.02,114.18000000000002,78.035,79.95899999999999,93.642,95.95,0.5741999999999999,0.5740999999999999,14.54,13.31
0,1605.248503,1584.873803,5,7,0.3676,0.3501999999999999,0.7346,0.7520000000000001,0.4572,0.4448999999999999,0.5042,0.5239,0.5751000000000001,0.6385000000000001,17.019999999999996,17.85,1.858,2.037,109.72,104.26,0.5201,0.5311,108.78,102.72,-1.4199999999999997,10.02,107.34,112.74,98.697,104.17099999999998,12.6977,12.602100000000002,0.3500000000000001,10.35,110.09,114.6,80.845,85.41,97.014,102.491,0.5557000000000001,0.5745,13.02,12.79
0,1248.658474,1436.281161,6,0,0.3782,0.3313,0.8053000000000001,0.761,0.465,0.4399999999999999,0.4942999999999999,0.4402,0.63,0.5988,18.2,16.470000000000002,1.433,1.269,105.48999999999998,108.36,0.5236,0.5003,104.63,106.83,-2.8,-8.48,101.83,98.35,97.474,103.767,17.0446,17.6674,-1.7800000000000005,-8.379999999999999,103.7,99.97,80.13,85.07499999999999,96.155,102.091,0.5591000000000002,0.5384,17.380000000000003,17.970000000000002
1,1770.813934,1493.63502,5,7,0.3465,0.372,0.7713,0.8139000000000001,0.4583,0.4855,0.475,0.5714,0.6197,0.7050000000000001,18.500000000000004,20.92,2.312,2.365,115.11,104.84,0.5046,0.5539,113.11,101.39,-6.220000000000001,11.859999999999998,106.87,113.23999999999998,97.675,103.048,12.2631,13.292700000000002,-5.94,8.969999999999999,109.19,113.81000000000002,79.816,84.171,95.78,101.005,0.5402,0.5953999999999999,12.560000000000002,13.34
1,1480.945181,1366.964749,2,3,0.3368,0.348,0.7878,0.8512000000000001,0.4594,0.4281,0.4593,0.4991,0.5455000000000002,0.5957000000000001,16.119999999999997,16.740000000000002,1.478,1.915,113.37,105.96,0.5009,0.5001,112.22,103.22,-7.790000000000001,-0.0799999999999998,104.42,103.14,103.294,98.53,15.489499999999998,12.809900000000004,-5.389999999999999,-2.5,107.99,103.45,84.117,80.87800000000001,100.939,97.055,0.5448000000000001,0.5453,16.06,12.839999999999998
1,1563.668621,1474.495532,3,7,0.387,0.3631,0.7632000000000001,0.7404999999999999,0.454,0.4487,0.4691999999999999,0.5116,0.4917999999999999,0.502,14.52,14.699999999999998,1.3979999999999997,1.358,111.9,108.22,0.5138,0.4991,110.37,106.13,-3.37,0.9600000000000002,107.01999999999998,107.08,97.822,101.264,14.917599999999998,14.9412,-3.1499999999999995,2.3600000000000003,108.73999999999998,110.6,80.241,82.25000000000001,96.291,98.7,0.5535,0.5392,15.170000000000002,15.4
1,1412.103966,1390.211675,4,3,0.3154,0.3849,0.7641000000000001,0.7525,0.4453999999999999,0.4701000000000001,0.4774,0.5004000000000001,0.5836,0.5441,16.490000000000002,16.75,1.654,1.706,109.91,113.16,0.4976000000000001,0.5255000000000001,107.51000000000002,111.81,-4.19,-4.73,103.32,107.11,104.524,98.242,14.961399999999998,14.1935,-4.680000000000001,-4.409999999999999,105.23999999999998,108.77,85.332,80.708,102.4,96.85,0.5418,0.5598000000000001,15.220000000000002,14.400000000000002
0,1541.731879,1609.49504,7,6,0.3969999999999999,0.35,0.7948000000000001,0.7954,0.4708,0.4645,0.5265000000000001,0.4939000000000001,0.6091,0.4415,18.09,13.670000000000002,1.803,1.357,105.51,107.1,0.5305000000000001,0.5119,103.59,105.93,5.44,1.55,109.06,107.49,100.744,95.188,14.4046,13.2118,5.029999999999999,1.93,110.52,109.04,82.622,78.292,99.149,93.95,0.5708,0.5569,14.62,13.46
1,1544.277304,1370.80304,3,7,0.3069,0.3766,0.7754,0.7465999999999999,0.4309999999999999,0.4779999999999999,0.4453,0.5305,0.5380999999999999,0.5321999999999999,14.89,16.45,1.3130000000000002,1.511,108.78,105.16,0.4689000000000001,0.542,106.67,105.18000000000002,-8.680000000000001,5.290000000000001,97.99,110.48000000000002,99.994,98.228,14.9449,15.213600000000003,-9.63,7.94,99.15,113.11,82.002,80.917,98.4,97.1,0.5177,0.5729,15.15,15.589999999999998
1,1564.187317,1449.703344,5,5,0.3955,0.3629,0.7834000000000001,0.7115,0.5027,0.4519,0.5062,0.5021,0.6318,0.577,19.34,17.2,2.114,2.023,112.2,109.13,0.5568000000000002,0.5149,110.02,108.24,1.2699999999999991,-1.97,111.29,106.25,96.806,98.205,13.8218,12.0623,0.4399999999999998,-0.3200000000000003,112.63,108.83,79.37500000000001,80.511,95.25,96.614,0.596,0.5455,14.02,12.35
0,1619.61722,1495.545812,5,7,0.3264,0.4147999999999999,0.7314,0.7967000000000001,0.4578,0.4997,0.5065,0.5189,0.5874,0.577,16.499999999999996,18.4,1.519,1.959,104.81,113.79,0.5091,0.583,103.99,111.38,-1.6699999999999997,5.12,102.32999999999998,116.48999999999998,98.267,98.269,15.5919,13.2326,-1.2400000000000009,3.5,103.57,117.27,81.043,80.71400000000001,97.25,96.858,0.5524000000000001,0.6178000000000001,15.78,13.320000000000002
1,1580.402989,1467.6791,4,6,0.3703999999999999,0.3392,0.8019999999999999,0.8016,0.4532,0.4472,0.4946,0.5245,0.5882,0.5855,17.369999999999997,16.41,1.873,1.614,103.97,106.93999999999998,0.517,0.5013,103.8,105.13,-0.8299999999999998,3.73,102.98,108.88,94.422,96.05,13.746100000000002,14.4003,0.0399999999999999,3.4799999999999995,104.01,110.41,78.203,78.709,93.842,94.45,0.5511,0.5561,13.9,14.66
1,1269.889992,1570.129495,5,1,0.3628999999999999,0.3506,0.7541,0.7755000000000001,0.4688,0.4438999999999999,0.5216000000000001,0.4549,0.5407000000000001,0.6000000000000001,16.47,16.470000000000002,1.762,1.2719999999999998,105.51,108.96,0.5244000000000001,0.5088,104.14,108.2,3.890000000000001,-7.470000000000001,108.02,100.73,94.756,103.059,14.358300000000003,17.571199999999997,4.28,-6.859999999999999,109.78000000000002,102.09,77.743,84.94999999999999,93.292,101.941,0.5590999999999999,0.5518000000000001,14.6,17.81
1,1556.909024,1382.373642,3,6,0.3342999999999999,0.351,0.7885,0.7585,0.4772999999999999,0.4407,0.4882999999999999,0.4986,0.5528000000000002,0.4790999999999999,16.77,14.04,1.507,1.3450000000000002,110.2,109.22,0.5174,0.4894,108.61,107.05,-2.9799999999999995,-0.6399999999999997,105.62,106.4,103.28,101.478,15.7484,14.1102,-1.3299999999999996,0.8300000000000004,108.88,110.07,84.034,82.333,100.839,98.8,0.5593000000000001,0.5334000000000001,16.27,14.57
0,1710.413315,1418.195844,5,8,0.3326,0.3725,0.7783,0.8091000000000002,0.466,0.4679,0.4992999999999999,0.5579000000000001,0.5516,0.5828,15.920000000000002,17.46,1.3349999999999995,1.65,108.34,100.35,0.5179,0.5182,106.04,98.83,-2.67,9.029999999999998,103.35,107.86999999999998,100.64199999999998,96.476,15.660299999999998,15.1546,-3.390000000000001,9.490000000000002,104.92,109.83,82.20700000000001,78.999,98.65,94.8,0.5638,0.5606000000000001,15.919999999999998,15.51
0,1584.107169,1348.80147,2,6,0.3359999999999999,0.3764,0.7067,0.8036,0.4413,0.4585999999999999,0.4258999999999999,0.5029999999999999,0.5313,0.6159000000000001,15.3,17.57,1.445,1.823,111.92,109.16,0.4999,0.5358,110.77,105.77,-8.76,2.4200000000000004,102.01,108.2,103.266,98.806,15.031299999999998,14.377800000000002,-8.74,0.35,103.19,109.5,85.042,80.501,102.05,96.6,0.5332000000000001,0.5811,15.2,14.6
0,1467.424696,1394.310112,5,6,0.3296,0.2857,0.7736,0.6955,0.4463999999999999,0.4383,0.4913999999999999,0.4830000000000001,0.5864,0.5043,16.53,15.1,1.6329999999999998,1.898,108.58,104.64,0.5010999999999999,0.4775999999999999,106.31,102.77,-2.22,-0.6199999999999999,104.08,102.15,104.64199999999998,98.64,15.2423,11.759,-2.85,-0.1099999999999997,105.74,104.53,85.58200000000001,80.48400000000001,102.7,96.582,0.5468,0.5055000000000001,15.47,12.01
